Glass_number,Filename,Si_O_Si_Bond_angle,O_Si_O_bond_angle,number_bridge_oxygen,env_chem_si,env_chem_al,Activation_barrier,initial_water_si_distance,Stress,Shear
glass_num_33,O_346_Si_611,157.7004194,161.2621391,4,4,0,1.201953291,3.278,-0.183278398,8.59E-02
glass_num_33,O_406_Si_620,167.8696118,168.117158,3,3,0,1.347489223,3.07,-0.245675274,8.24E-02
glass_num_33,O_142_Si_622,167.6571242,169.3307164,4,4,0,0.7054763,3.028,-0.278476884,4.68E-02
glass_num_33,O_403_Si_647,153.5076947,175.1936666,3,3,0,1.061064171,3.099,-0.312532516,6.83E-02
glass_num_33,O_169_Si_651,161.3539088,174.63432,4,4,0,1.69374909,3.482,-0.261334907,2.27E-02
glass_num_33,O_430_Si_657,175.7251643,177.6224931,3,3,0,1.528922055,3.259,-0.238174718,6.01E-02
glass_num_33,O_451_Si_666,167.8696118,175.0345627,3,3,0,1.297324978,3.117,-0.171066854,0.139228264
glass_num_33,O_241_Si_667,146.842006,142.0597813,4,4,0,1.464594722,3.212,-0.176488986,8.51E-02
glass_num_33,O_514_Si_671,153.2881182,169.7683183,4,4,0,1.586160527,3.32,-0.171154086,0.177543847
glass_num_33,O_553_Si_676,145.3713725,159.9378061,3,3,0,1.455085719,3.494,-0.240582382,9.15E-02
glass_num_33,O_118_Si_695,137.8208115,146.8427286,2,2,0,1.18179471,3.38,-0.192330001,0.127473459
glass_num_33,O_511_Si_696,153.1587633,162.5075287,4,4,0,1.494632489,3.133,-0.166561967,0.102689535
glass_num_33,O_496_Si_698,150.0689049,166.6363843,3,3,0,1.11160649,3.365,-0.272040975,7.64E-02
glass_num_33,O_70_Si_703,160.5959968,176.1207241,4,4,0,1.62888769,3.222,-0.217252428,9.57E-02
glass_num_34,O_151_Si_595,175.0107149,176.566952,4,4,0,1.449754543,3.214,-0.197173952,0.150878036
glass_num_34,O_358_Si_596,144.7494492,169.6035449,4,4,0,1.175623978,2.957,-0.221794178,0.1490855
glass_num_34,O_226_Si_597,174.5340274,173.4659925,3,3,0,1.440354591,3.234,-0.206148372,9.37E-02
glass_num_34,O_337_Si_599,124.6419389,152.7298423,3,3,0,0.879476611,3.24,-0.185338833,0.185683865
glass_num_34,O_268_Si_605,147.8319033,159.370494,4,4,0,0.466980978,3.027,-0.137646216,0.184075202
glass_num_34,O_286_Si_633,151.8696918,169.8461125,3,3,0,0.805198864,3.183,-0.232735462,7.68E-02
glass_num_34,O_577_Si_637,130.4018127,153.2374025,4,4,0,0.63975645,3.239,-0.189927447,0.142377347
glass_num_34,O_481_Si_646,156.2226599,165.3979371,4,4,0,0.780458869,2.966,-0.240249869,2.99E-02
glass_num_34,O_334_Si_649,146.4996865,160.5497717,3,3,0,1.148756182,3.279,-0.210978346,6.23E-02
glass_num_34,O_28_Si_650,148.0269111,144.7278625,3,3,0,1.156598857,3.412,-0.193583245,8.97E-02
glass_num_34,O_49_Si_652,131.7180807,161.2170207,2,2,0,1.182314457,3.236,-0.131167259,0.109586546
glass_num_34,O_22_Si_655,140.2022909,117.3330383,4,4,0,0.650093479,3.452,-0.228087792,0.155499704
glass_num_34,O_7_Si_659,132.7085843,162.2979253,4,4,0,0.39022221,2.763,-0.230401252,0.148540808
glass_num_34,O_322_Si_671,143.5501239,156.5307935,4,4,0,0.93835754,3.3,-0.206076435,7.49E-02
glass_num_34,O_118_Si_672,154.8641717,173.9033041,3,3,0,1.548382271,2.935,-0.203724539,8.02E-02
glass_num_34,O_436_Si_682,141.46556,168.4960801,4,4,0,1.583811215,3.324,-0.249448948,0.104492778
glass_num_34,O_427_Si_684,148.8202382,171.9531888,4,4,0,1.691881795,3.435,-0.200771837,5.60E-02
glass_num_34,O_316_Si_689,144.2757463,153.0547158,4,4,0,0.975454741,3.445,-0.25182953,0.123445832
glass_num_34,O_103_Si_694,171.2085772,165.1138097,3,3,0,0.828009046,3.357,-0.20503944,8.55E-02
glass_num_34,O_424_Si_701,161.9230311,153.3807247,4,4,0,1.200530453,3.181,-0.202994857,6.24E-02
glass_num_34,O_37_Si_702,151.9798767,174.6208335,4,4,0,1.023209181,3.193,-0.214255996,0.129078252
glass_num_35,O_559_Si_597,153.1966953,166.1281006,3,3,0,1.41274487,3.416,-0.257513565,0.16474658
glass_num_35,O_100_Si_611,133.3340382,165.3124712,3,3,0,0.741052658,3.24,-0.182668969,5.73E-02
glass_num_35,O_28_Si_615,171.339176,153.4899382,4,4,0,0.608015876,3.178,-0.263171082,4.43E-02
glass_num_35,O_418_Si_619,145.0997024,54.6622816,4,4,0,0.53703399,3.267,-0.253499414,7.84E-02
glass_num_35,O_328_Si_642,152.5589571,167.6275634,4,4,0,0.310550521,3.053,-0.286504719,0.160535503
glass_num_35,O_343_Si_659,149.9863131,172.6884139,4,4,0,1.499363174,3.335,-0.200613587,7.03E-02
glass_num_35,O_40_Si_663,147.3542065,175.9760449,4,4,0,0.990257829,3.263,-0.19532466,0.120890754
glass_num_35,O_316_Si_669,134.4992407,166.0029415,3,3,0,1.278095691,3.075,-0.198898666,9.77E-02
glass_num_35,O_157_Si_675,147.485423,158.1417496,4,4,0,1.358033287,3.35,-0.226799563,4.40E-02
glass_num_35,O_250_Si_679,161.0525458,160.4983896,3,3,0,0.679095828,3.367,-0.237513033,7.73E-02
glass_num_35,O_550_Si_694,141.719986,155.57989,3,3,0,1.088395059,3.306,-0.22996554,9.05E-02
glass_num_35,O_67_Si_696,161.2199506,156.0483905,3,3,0,1.132458171,3.183,-0.248888873,8.45E-02
glass_num_35,O_481_Si_698,150.3797193,170.9356335,4,4,0,1.164089334,3.248,-0.219738192,0.107279524
glass_num_35,O_382_Si_706,161.818417,159.2319339,4,4,0,0.894420973,3.336,-0.23290561,0.131370257
glass_num_35,O_49_Si_707,148.8035048,146.3454758,4,4,0,1.473203504,3.461,-0.286921571,5.44E-02
glass_num_35,O_109_Si_713,136.8035645,164.0328405,4,4,0,0.50882364,2.979,-0.288228633,9.00E-02
glass_num_35,O_301_Si_720,144.8230399,164.2506883,4,4,0,0.961775103,3.099,-0.239919881,5.23E-02
glass_num_36,O_337_Si_607,132.5657312,171.2056781,4,4,0,1.063756029,2.865,-0.203309156,0.143045988
glass_num_36,O_460_Si_629,159.7038085,169.3327823,3,3,0,1.29444979,3.302,-0.224168362,5.68E-02
glass_num_36,O_160_Si_638,170.6482553,173.6757918,4,4,0,0.835171885,3.211,-0.282859848,4.89E-02
glass_num_36,O_232_Si_641,151.332544,136.5949417,4,4,0,1.518688204,3.331,-0.188035896,0.247457777
glass_num_36,O_592_Si_642,163.8042413,167.4830491,3,3,0,1.287892536,3.273,-0.276125288,7.96E-02
glass_num_36,O_529_Si_646,132.2906958,162.551781,4,4,0,1.053934211,3.395,-0.214680151,0.153997376
glass_num_36,O_313_Si_649,167.7249739,159.7235972,4,4,0,1.441567925,3.248,-0.276057693,8.42E-02
glass_num_36,O_121_Si_656,131.1724155,141.9775829,3,3,0,0.770590687,3.5,-0.201523564,0.147933722
glass_num_36,O_166_Si_658,136.3995374,134.8227855,4,4,0,0.121106102,3.183,-0.227875085,0.116000414
glass_num_36,O_574_Si_659,162.8878262,172.2754955,4,4,0,0.78158791,3.167,-0.173627203,0.144793701
glass_num_36,O_1_Si_662,142.2860719,163.0684991,4,4,0,0.977741722,3.484,-0.237596356,5.51E-02
glass_num_36,O_457_Si_663,139.2501128,153.6051263,4,4,0,1.016825479,3.151,-0.201010993,0.125062042
glass_num_36,O_427_Si_664,151.6642872,170.9688987,4,4,0,1.043709589,2.896,-0.283100365,7.40E-02
glass_num_36,O_91_Si_671,124.3754783,178.1955419,3,3,0,0.966244717,3.3,-0.206763311,0.191532603
glass_num_36,O_343_Si_683,128.6151714,158.4018926,3,3,0,0.684416895,3.333,-0.207469718,0.211547327
glass_num_36,O_175_Si_693,139.1487629,61.88812408,4,4,0,0.238425498,3.468,-0.218655021,7.93E-02
glass_num_36,O_385_Si_698,144.0037785,179.0519885,4,4,0,0.883682472,3.049,-0.216040584,0.147502932
glass_num_36,O_274_Si_699,162.5705403,165.3621626,4,4,0,1.054352776,3.081,-0.232314382,0.110327773
glass_num_36,O_217_Si_701,156.4475542,168.7312474,3,3,0,1.300692987,3.414,-0.199321333,8.67E-02
glass_num_36,O_397_Si_703,163.723633,171.9843419,3,3,0,1.103663404,3.404,-0.192071836,0.128018661
glass_num_36,O_55_Si_706,152.413026,162.0232207,4,4,0,1.398531609,3.057,-0.248032664,8.11E-02
glass_num_36,O_331_Si_710,167.3317808,171.1438878,4,4,0,1.115499825,3.051,-0.218694712,5.79E-02
glass_num_36,O_601_Si_711,140.3198771,175.4626553,4,4,0,1.331334065,3.005,-0.229383506,6.08E-02
glass_num_36,O_322_Si_714,143.1746014,173.4136206,4,4,0,1.325590743,3.428,-0.255796968,8.71E-02
glass_num_36,O_211_Si_718,143.4437198,147.1428735,4,4,0,0.480716341,3.344,-0.226012561,0.169201501
glass_num_36,O_541_Si_729,137.724171,169.4343377,4,4,0,0.645040477,3.419,-0.25269644,0.153041378
glass_num_40,O_460_Si_571,160.1665255,165.0371559,4,4,0,2.14492568,3.102,-0.249444208,7.63E-02
glass_num_40,O_526_Si_573,145.7600013,158.9587811,4,4,0,2.340648226,3.336,-0.126281144,0.148622411
glass_num_40,O_445_Si_584,127.6879772,154.5894544,4,4,0,0.760650505,3.233,-0.162206885,0.165555109
glass_num_40,O_16_Si_585,170.0172798,159.852494,3,3,0,1.386422851,3.156,-0.207795006,0.133940238
glass_num_40,O_232_Si_589,161.1891247,164.034579,4,4,0,0.566198561,3.316,-0.289905132,8.15E-02
glass_num_40,O_436_Si_593,165.3742143,165.8612996,3,3,0,1.579974306,3.235,-0.169207584,9.89E-02
glass_num_40,O_247_Si_598,150.6603712,176.2691379,3,3,0,1.378563371,3.285,-0.24250302,9.17E-02
glass_num_40,O_19_Si_604,142.1820735,174.1417078,3,3,0,0.952344025,3.361,-0.231722411,0.117336482
glass_num_40,O_55_Si_606,127.2148142,175.4131352,4,4,0,0.705770503,2.775,-0.188135033,0.192023566
glass_num_40,O_22_Si_609,142.5998868,163.5975967,3,3,0,1.205843132,3.073,-0.184306236,8.87E-02
glass_num_40,O_274_Si_617,139.0828896,174.0209587,3,3,0,1.34437875,3.162,-0.206083509,0.108786901
glass_num_40,O_457_Si_619,146.279455,178.5098518,3,3,0,1.54028325,3.457,-0.187182941,8.90E-02
glass_num_40,O_7_Si_624,141.1206207,169.9198995,4,4,0,0.948785887,2.948,-0.235518053,0.103566613
glass_num_40,O_520_Si_639,138.0250125,166.6359892,4,4,0,1.132488262,3.005,-0.174623294,0.206059693
glass_num_40,O_496_Si_642,166.2843411,67.16959267,4,4,0,0.294536232,3.126,-0.196175219,0.161750626
glass_num_40,O_34_Si_645,166.6920809,159.0203739,3,3,0,1.408129225,3.42,-0.191131404,0.159698377
glass_num_40,O_286_Si_648,171.2462529,166.0289002,4,4,0,1.023905374,3.434,-0.257745144,0.14165593
glass_num_40,O_481_Si_656,173.6817225,158.5365659,4,4,0,1.244585883,3.321,-0.226856987,0.13607981
glass_num_40,O_499_Si_658,147.5437761,149.9771273,3,3,0,1.378659836,3.489,-0.20612593,8.40E-02
glass_num_40,O_358_Si_661,144.2538307,130.5319783,3,3,0,0.609630586,3.424,-0.207353548,0.123859892
glass_num_40,O_124_Si_668,160.6178092,164.744336,2,2,0,1.24054958,3.416,-0.198745349,7.42E-02
glass_num_40,O_217_Si_670,156.8592855,125.5546835,4,4,0,1.283542391,3.37,-0.157392409,0.19841879
glass_num_40,O_97_Si_687,156.9611783,165.7645746,4,4,0,0.543418679,3.318,-0.241363719,4.27E-02
glass_num_40,O_67_Si_694,139.5084219,157.2389132,3,3,0,0.207443337,3.226,-0.244952067,0.176246843
glass_num_41,O_583_Si_597,143.9084999,168.987939,4,4,0,0.960542519,3.183,-0.246864637,0.14163301
glass_num_41,O_289_Si_607,167.5682645,154.1523226,4,4,0,1.04420779,3.449,-0.222350499,8.17E-02
glass_num_41,O_154_Si_611,161.5482505,171.8072542,3,3,0,1.325831875,3.347,-0.260726932,9.17E-02
glass_num_41,O_409_Si_622,152.9706839,163.4509124,3,3,0,1.486015593,3.226,-0.219428014,9.02E-02
glass_num_41,O_88_Si_624,158.3871831,158.200922,4,4,0,0.719224486,3.464,-0.283930518,7.80E-02
glass_num_41,O_37_Si_625,158.5629449,161.2009801,4,4,0,1.840502308,3.234,-0.21027069,0.124526586
glass_num_41,O_67_Si_632,129.9765045,176.6612185,3,3,0,1.585591179,3.093,-0.188284876,0.106224551
glass_num_41,O_553_Si_634,159.5925678,161.6019236,3,3,0,1.369240415,3.077,-0.232458384,4.22E-02
glass_num_41,O_199_Si_635,128.6713459,162.3540333,3,3,0,1.118251504,3.416,-0.195539302,0.201004664
glass_num_41,O_58_Si_661,147.4755285,168.8152135,3,3,0,1.142375496,3.244,-0.227739843,0.105504362
glass_num_41,O_139_Si_679,135.3575194,160.6434589,3,3,0,0.98197137,3.161,-0.161078706,0.131428042
glass_num_41,O_457_Si_684,148.0619049,153.5834514,4,4,0,0.734684818,3.241,-0.27710103,5.45E-02
glass_num_41,O_436_Si_690,139.1249613,169.8018996,4,4,0,1.537104018,2.989,-0.208045509,0.120295635
glass_num_41,O_22_Si_713,174.8633347,168.7173755,4,4,0,1.843385181,3.302,-0.211341291,8.41E-02
glass_num_41,O_406_Si_717,137.2666346,173.2445862,3,3,0,1.432252333,3.357,-0.171215544,8.84E-02
glass_num_42,O_295_Si_589,133.2149501,176.956044,3,3,0,0.785622426,3.023,-0.234393993,0.152429447
glass_num_42,O_385_Si_591,149.7971308,157.489486,3,3,0,0.89503023,3.282,-0.254062468,0.149555016
glass_num_42,O_520_Si_593,147.5790946,172.3546993,3,3,0,1.744705732,3.262,-0.230935739,0.140583629
glass_num_42,O_223_Si_599,173.1891499,162.9269165,4,4,0,1.563489858,3.31,-0.183488312,0.128872885
glass_num_42,O_214_Si_601,122.0416948,178.3058031,4,4,0,0.428215583,2.712,-0.157245758,0.196632179
glass_num_42,O_535_Si_603,156.5448042,171.6899102,3,3,0,1.366864749,3.197,-0.226280826,0.131443512
glass_num_42,O_142_Si_608,130.5244486,178.590051,4,4,0,1.535190512,3.062,-0.190962368,0.226566885
glass_num_42,O_568_Si_613,152.7619807,171.594247,4,4,0,1.288897665,3.24,-0.249446036,0.108997005
glass_num_42,O_196_Si_615,160.2146808,163.4128816,4,4,0,1.19238512,3.046,-0.194700243,0.118052884
glass_num_42,O_88_Si_622,163.0929231,162.7281014,4,4,0,1.099182488,3.05,-0.193860373,6.69E-02
glass_num_42,O_133_Si_625,147.5896074,172.2877249,3,3,0,0.930617821,3.331,-0.312476193,0.117480739
glass_num_42,O_148_Si_634,144.249821,170.7288936,4,4,0,0.982489165,3.126,-0.203030078,0.107467859
glass_num_42,O_532_Si_640,164.8218375,171.7755499,4,4,0,1.669801169,3.059,-0.248233856,9.40E-02
glass_num_42,O_286_Si_659,137.7995637,59.5621448,4,4,0,0.79462978,3.498,-0.227869353,9.03E-02
glass_num_42,O_394_Si_660,149.9678972,175.3616331,3,3,0,1.229977808,3.308,-0.278659176,9.00E-02
glass_num_42,O_106_Si_664,147.8084294,175.2135112,4,4,0,0.890800319,2.834,-0.197265489,7.45E-02
glass_num_42,O_289_Si_669,162.6739011,171.6481486,4,4,0,1.778421573,3.231,-0.202880594,0.141760698
glass_num_42,O_544_Si_673,171.7234071,170.1298945,4,4,0,0.737405701,3.19,-0.327712887,7.46E-02
glass_num_42,O_58_Si_683,165.8311852,173.9900569,3,3,0,1.247998353,3.17,-0.196527242,0.110810674
glass_num_42,O_10_Si_691,142.9616056,164.0231909,4,4,0,1.030174946,3.47,-0.235518732,0.113783465
